Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
14,07-05-2010,1544618.32,0,68.48,2.633,212.634,8.251
14,14-05-2010,1567808.75,0,69.5,2.7,212.959,8.279
14,21-05-2010,1223054.54,0,67.15,2.586,210.135,8.036
14,28-05-2010,1554620.87,0,68.11,2.634,212.129,8.339
14,04-06-2010,1570674.82,0,58.05,2.704,212.353,8.379
14,11-06-2010,1461614.23,0,44.98,2.633,213.115,8.572
14,18-06-2010,1563891.19,0,54.08,2.886,212.428,8.356
14,25-06-2010,1613181.49,0,57.38,2.794,213.307,8.276
14,02-07-2010,1352849.32,0,27.69,2.535,211.778,8.24
14,09-07-2010,1230044.88,0,36.55,2.732,212.253,8.726
14,16-07-2010,1246746.98,0,31.58,2.845,211.744,8.307
14,23-07-2010,1340737.8,0,43.69,2.596,209.659,8.584
14,30-07-2010,1367864.75,0,45.36,2.86,211.542,8.337
14,06-08-2010,1190907.49,0,24.46,2.735,212.453,8.517
14,13-08-2010,1066411.38,0,28.0,2.801,211.702,8.36
14,20-08-2010,1163944.77,0,27.01,2.856,213.788,8.109
14,27-08-2010,1243366.8,0,26.42,2.719,210.738,8.192
14,03-09-2010,1231848.93,0,19.36,2.969,213.0,8.388
14,10-09-2010,1381789.05,1,3.77,2.698,212.978,8.586
14,17-09-2010,1072558.61,0,15.67,2.777,213.302,8.156
14,24-09-2010,1187027.91,0,10.55,2.934,212.035,8.195
14,01-10-2010,1094368.16,0,5.6,2.856,213.309,8.125
14,08-10-2010,1128796.05,0,5.28,2.972,213.341,8.04
14,15-10-2010,1304368.9,0,10.86,2.609,214.424,8.052
14,22-10-2010,1096248.02,0,13.98,2.721,212.769,8.435
14,29-10-2010,1171446.49,0,15.89,2.796,213.005,8.44
14,05-11-2010,1016675.85,0,9.39,2.91,213.459,8.043
14,12-11-2010,1219009.04,0,4.36,2.837,213.238,8.326
14,19-11-2010,1232555.85,0,11.95,2.858,212.533,8.242
14,26-11-2010,1329112.96,1,14.52,2.983,214.243,8.517
14,03-12-2010,1497110.23,0,22.34,2.962,213.127,8.318
14,10-12-2010,1655056.63,0,20.86,3.022,212.487,8.404
14,17-12-2010,1701488.49,0,25.47,2.711,214.986,8.013
14,24-12-2010,1436112.03,0,21.55,2.823,214.169,8.308
14,31-12-2010,1657686.11,1,32.18,2.879,213.569,8.141
14,07-01-2011,1320477.2,0,43.68,2.962,212.903,8.364
14,14-01-2011,1167882.32,0,40.38,3.111,212.1,7.851
14,21-01-2011,1489855.37,0,41.82,2.897,213.429,7.987
14,28-01-2011,1401739.31,0,50.01,3.023,212.201,8.078
14,04-02-2011,1339270.5,0,54.77,3.057,215.164,8.531
14,11-02-2011,1698571.17,1,55.41,2.923,211.916,8.29
14,18-02-2011,1564518.42,0,52.27,2.807,213.533,8.296
14,25-02-2011,1267057.34,0,51.44,3.077,214.539,8.233
14,04-03-2011,1406795.64,0,59.73,2.917,213.799,8.485
14,11-03-2011,1506532.78,0,69.84,2.954,214.598,8.112
14,18-03-2011,1395876.61,0,67.83,2.975,214.499,8.372
14,25-03-2011,1444952.18,0,71.91,2.973,213.754,8.265
14,01-04-2011,1337610.08,0,71.6,3.056,212.25,8.184
14,08-04-2011,1380153.48,0,63.18,3.07,214.87,8.341
14,15-04-2011,1405719.21,0,66.29,3.08,215.558,8.138
14,22-04-2011,1599496.85,0,77.53,3.007,214.102,7.813
14,29-04-2011,1587542.65,0,74.26,2.963,216.085,7.983
14,06-05-2011,1275579.15,0,67.1,2.864,215.086,8.166
14,13-05-2011,1436719.79,0,73.61,3.112,215.781,7.732
14,20-05-2011,1260344.18,0,71.88,2.91,214.161,8.156
14,27-05-2011,1507135.59,0,59.37,3.205,214.601,8.31
14,03-06-2011,1437138.99,0,67.28,3.144,216.02,8.001
14,10-06-2011,1470062.42,0,58.21,3.181,214.711,8.051
14,17-06-2011,1302925.41,0,57.51,2.997,214.975,8.114
14,24-06-2011,1541767.28,0,59.53,3.141,217.081,8.045
14,01-07-2011,1216294.94,0,42.7,3.325,213.988,7.926
14,08-07-2011,1083586.87,0,39.61,3.021,213.432,7.598
14,15-07-2011,1259186.5,0,43.28,3.088,213.725,7.893
14,22-07-2011,1333556.92,0,35.18,3.294,216.375,8.343
14,29-07-2011,1383322.32,0,41.4,3.068,214.111,8.029
14,05-08-2011,1039221.92,0,30.98,3.112,213.914,8.147
14,12-08-2011,1180536.65,0,24.8,3.176,214.788,7.691
14,19-08-2011,1240983.85,0,33.21,3.226,216.328,7.757
14,26-08-2011,1100385.7,0,25.44,3.177,215.723,8.029
14,02-09-2011,1187524.08,0,17.09,3.284,216.694,8.248
14,09-09-2011,1405497.15,1,8.31,3.047,215.148,8.159
14,16-09-2011,1135937.13,0,15.39,3.196,217.279,8.09
14,23-09-2011,1169634.86,0,10.79,3.099,214.268,7.773
14,30-09-2011,1068576.14,0,13.93,3.167,216.111,8.337
14,07-10-2011,1197318.85,0,6.63,3.012,215.557,7.924
14,14-10-2011,972877.79,0,9.57,3.175,215.776,8.061
14,21-10-2011,1088356.32,0,15.03,3.364,216.131,7.763
14,28-10-2011,1131824.5,0,15.91,3.136,216.212,7.94
14,04-11-2011,1143517.16,0,9.84,3.3,216.051,7.623
14,11-11-2011,1278126.04,0,17.09,3.228,213.344,7.902
14,18-11-2011,1143456.87,0,12.3,3.41,214.979,7.693
14,25-11-2011,1269030.89,1,9.91,3.3,215.419,8.22
14,02-12-2011,1551233.97,0,25.45,3.36,216.956,8.196
14,09-12-2011,1676023.3,0,23.0,3.109,218.042,7.972
14,16-12-2011,1542730.38,0,27.78,3.305,216.35,7.788
14,23-12-2011,1871373.54,0,20.25,3.456,216.561,8.295
14,30-12-2011,1863855.32,1,17.98,3.399,214.642,7.935
14,06-01-2012,1207600.59,0,33.56,3.26,216.569,7.91
14,13-01-2012,1418566.75,0,36.51,3.184,215.005,7.801
14,20-01-2012,1366787.52,0,45.57,3.517,216.633,7.913
14,27-01-2012,1435532.74,0,42.43,3.172,218.097,7.489
14,03-02-2012,1336141.67,0,55.28,3.258,216.948,7.826
14,10-02-2012,1467909.24,1,48.09,3.22,215.806,7.773
14,17-02-2012,1446030.96,0,55.19,3.26,216.777,8.096
14,24-02-2012,1694870.07,0,54.53,3.313,217.863,7.811
14,02-03-2012,1457434.48,0,60.07,3.429,218.038,7.687
14,09-03-2012,1444287.28,0,69.11,3.439,217.185,8.057
14,16-03-2012,1393457.64,0,73.17,3.228,217.702,8.054
14,23-03-2012,1545146.04,0,58.73,3.377,217.029,7.758
14,30-03-2012,1404664.43,0,75.67,3.264,214.671,7.811
14,06-04-2012,1459083.97,0,67.6,3.56,216.713,7.794
14,13-04-2012,1652547.87,0,69.81,3.46,219.618,7.856
14,20-04-2012,1599415.43,0,70.93,3.231,216.266,7.856
14,27-04-2012,1672537.56,0,71.05,3.525,215.373,7.81
14,04-05-2012,1525648.78,0,61.12,3.579,218.111,7.528
14,11-05-2012,1466921.27,0,66.77,3.449,215.515,7.722
14,18-05-2012,1524269.26,0,57.49,3.336,216.115,7.565
14,25-05-2012,1475359.23,0,70.54,3.436,217.808,7.965
14,01-06-2012,1450188.8,0,57.04,3.478,216.127,7.601
14,08-06-2012,1240524.06,0,54.39,3.574,215.363,7.421
14,15-06-2012,1584747.67,0,55.83,3.362,217.57,7.901
14,22-06-2012,1523758.81,0,62.03,3.43,215.58,7.624
14,29-06-2012,1298612.81,0,53.05,3.498,216.693,8.066
14,06-07-2012,1415764.08,0,40.33,3.644,219.3,7.586
14,13-07-2012,1383438.8,0,36.84,3.671,219.188,7.547
14,20-07-2012,1526078.13,0,45.57,3.504,218.006,7.845
14,27-07-2012,1232371.15,0,30.14,3.528,216.208,7.728
14,03-08-2012,1179843.59,0,23.73,3.479,217.822,7.915
14,10-08-2012,1210109.14,0,32.15,3.671,219.701,7.782
14,17-08-2012,1444610.11,0,17.07,3.488,217.459,7.682
14,24-08-2012,1171457.81,0,23.97,3.39,218.331,7.821
14,31-08-2012,1123641.67,0,35.64,3.377,218.916,7.642
14,07-09-2012,1344497.76,1,26.02,3.674,217.577,7.611
14,14-09-2012,1162951.99,0,11.71,3.73,217.963,7.879
14,21-09-2012,1064622.72,0,18.37,3.735,219.556,7.773
14,28-09-2012,1159893.06,0,13.16,3.597,217.302,7.527
14,05-10-2012,1148010.84,0,5.08,3.516,216.389,7.746
14,12-10-2012,1122345.4,0,8.38,3.733,217.085,7.726
14,19-10-2012,1170555.87,0,6.3,3.584,217.514,7.701
14,26-10-2012,1120574.75,0,7.87,3.562,218.221,7.32
15,05-02-2010,1455422.97,0,58.77,2.573,211.358,8.203
15,12-02-2010,1723800.13,1,48.28,2.36,212.425,8.527
15,19-02-2010,1509489.69,0,51.32,2.613,210.978,8.385
15,26-02-2010,1519093.29,0,54.25,2.497,210.051,8.522
15,05-03-2010,1475796.98,0,62.07,2.669,210.682,8.575
15,12-03-2010,1423209.6,0,67.32,2.53,211.983,8.305
15,19-03-2010,1542061.85,0,58.39,2.523,211.1,8.488
15,26-03-2010,1408700.11,0,62.94,2.584,213.311,8.451
15,02-04-2010,1396414.44,0,61.6,2.548,210.94,8.796
15,09-04-2010,1436940.22,0,70.26,2.67,212.94,8.402
15,16-04-2010,1436917.47,0,67.12,2.669,211.149,8.179
15,23-04-2010,1556278.96,0,63.38,2.818,212.43,8.724
15,30-04-2010,1388519.81,0,77.62,2.67,212.56,7.973
15,07-05-2010,1530115.41,0,66.17,2.673,211.965,8.466
15,14-05-2010,1492488.57,0,70.31,2.734,213.246,8.617
15,21-05-2010,1254946.09,0,76.39,2.803,211.235,8.454
15,28-05-2010,1510602.55,0,57.61,2.617,211.166,8.276
15,04-06-2010,1337952.98,0,61.13,2.817,212.663,8.133
15,11-06-2010,1394980.05,0,58.19,2.617,210.983,8.448
15,18-06-2010,1327419.34,0,53.95,2.811,213.339,8.706
15,25-06-2010,1243276.52,0,57.15,2.702,212.588,8.123
15,02-07-2010,1154897.24,0,39.8,2.649,213.397,8.025
15,09-07-2010,1239874.72,0,37.92,2.58,214.134,8.288
15,16-07-2010,1200202.71,0,42.34,2.822,212.665,8.311
15,23-07-2010,1321610.71,0,43.15,2.875,212.239,8.155
15,30-07-2010,1162259.66,0,40.01,2.612,211.956,8.683
15,06-08-2010,1248217.62,0,21.55,2.672,211.806,8.211
15,13-08-2010,1005585.31,0,31.54,2.787,211.982,8.608
15,20-08-2010,1050236.35,0,28.37,2.664,212.616,8.413
15,27-08-2010,1055288.29,0,25.71,2.789,214.129,8.843
15,03-09-2010,1015382.09,0,21.11,2.796,212.066,8.349
15,10-09-2010,1218568.08,1,7.81,2.626,213.421,8.34
15,17-09-2010,1072139.33,0,21.64,2.734,214.158,8.299
15,24-09-2010,1181298.54,0,13.44,2.675,213.092,8.281
15,01-10-2010,1108590.59,0,14.4,2.845,211.607,8.436
15,08-10-2010,1089766.56,0,0.53,2.864,213.468,8.178
15,15-10-2010,1250616.83,0,7.02,2.875,213.223,8.068
15,22-10-2010,1088996.31,0,6.67,2.563,212.613,8.456
15,29-10-2010,1084108.91,0,1.83,2.731,212.002,8.135
15,05-11-2010,1211528.83,0,16.49,2.88,213.468,8.581
15,12-11-2010,1063734.92,0,17.88,2.685,212.54,7.906
15,19-11-2010,1138045.77,0,17.99,2.827,214.364,8.364
15,26-11-2010,1369538.72,1,19.5,3.003,213.746,8.271
15,03-12-2010,1467552.85,0,17.97,2.888,213.476,8.126
15,10-12-2010,1542013.53,0,29.99,2.917,213.761,8.485
15,17-12-2010,1474051.08,0,23.06,3.036,212.009,8.21
15,24-12-2010,1534845.39,0,26.46,2.957,214.128,8.405
15,31-12-2010,1846736.03,1,24.05,2.953,214.388,7.94
15,07-01-2011,1196549.91,0,38.02,2.942,213.352,8.03
15,14-01-2011,1558905.08,0,39.24,2.969,213.105,8.413
15,21-01-2011,1456640.88,0,42.07,2.929,212.796,8.249
15,28-01-2011,1193408.36,0,49.74,3.073,214.552,8.257
15,04-02-2011,1485302.89,0,54.5,2.945,213.823,8.006
15,11-02-2011,1803297.33,1,53.63,2.931,213.201,8.196
15,18-02-2011,1466244.35,0,54.95,2.995,215.852,8.391
15,25-02-2011,1419082.22,0,57.73,2.906,213.216,8.178
15,04-03-2011,1465396.63,0,61.73,3.07,213.848,8.35
15,11-03-2011,1503592.66,0,65.26,2.906,213.297,8.389
15,18-03-2011,1284941.17,0,67.93,3.16,212.807,8.259
15,25-03-2011,1444827.88,0,63.79,2.885,214.984,7.747
15,01-04-2011,1457923.82,0,64.21,2.948,213.633,8.364
15,08-04-2011,1523311.3,0,78.64,3.227,216.447,8.088
15,15-04-2011,1273328.33,0,71.89,2.997,214.758,7.913
15,22-04-2011,1679684.78,0,73.57,2.998,213.357,7.93
15,29-04-2011,1555197.13,0,72.32,2.881,213.146,8.042
15,06-05-2011,1189885.04,0,62.01,3.049,214.656,8.102
15,13-05-2011,1344896.4,0,67.09,2.893,214.255,7.975
15,20-05-2011,1406979.97,0,70.2,2.954,214.019,8.251
15,27-05-2011,1361689.41,0,62.19,3.04,215.082,8.364
15,03-06-2011,1477539.24,0,50.72,3.072,214.98,7.896
15,10-06-2011,1517432.36,0,50.41,2.91,215.282,8.18
15,17-06-2011,1382562.58,0,45.04,3.033,214.499,8.401
15,24-06-2011,1463337.5,0,48.27,3.13,216.059,8.269
15,01-07-2011,1286030.91,0,41.31,2.907,214.984,8.061
15,08-07-2011,1259593.58,0,43.54,3.116,214.59,8.233
15,15-07-2011,1444214.67,0,40.32,3.223,213.948,7.801
15,22-07-2011,1340654.49,0,37.04,3.203,213.183,7.524
15,29-07-2011,1306675.79,0,39.36,3.171,216.833,7.778
15,05-08-2011,1420721.37,0,32.39,3.057,214.582,7.647
15,12-08-2011,1307558.44,0,13.98,3.247,213.847,7.79
15,19-08-2011,1290720.52,0,21.29,3.232,216.547,8.04
15,26-08-2011,1276603.65,0,25.4,3.179,214.532,8.386
15,02-09-2011,1274554.47,0,16.63,3.277,214.698,8.161
15,09-09-2011,1189487.47,1,7.12,3.254,215.438,7.871
15,16-09-2011,1121911.17,0,19.28,3.221,215.168,8.083
15,23-09-2011,1076383.2,0,10.5,3.213,215.347,7.62
15,30-09-2011,1227903.13,0,7.7,3.035,215.843,7.841
15,07-10-2011,1107742.23,0,0.86,3.204,214.967,7.634
15,14-10-2011,1142183.12,0,2.55,3.256,216.304,8.004
15,21-10-2011,1055260.05,0,15.16,3.231,214.757,7.828
15,28-10-2011,1034093.04,0,4.78,3.312,216.11,7.617
15,04-11-2011,1069888.34,0,8.56,3.298,216.868,8.015
15,11-11-2011,1264419.56,0,12.42,3.127,214.476,8.094
15,18-11-2011,1038378.38,0,10.45,3.271,216.512,7.592
15,25-11-2011,1095477.23,1,23.99,3.171,215.43,7.804
15,02-12-2011,1508862.47,0,25.41,3.297,216.181,7.883
15,09-12-2011,1444692.35,0,22.41,3.25,215.011,7.733
15,16-12-2011,1450484.41,0,27.87,3.331,216.027,8.288
15,23-12-2011,1506647.38,0,30.59,3.274,216.157,8.034
15,30-12-2011,1885448.58,1,19.72,3.211,213.894,8.021
15,06-01-2012,1351143.71,0,47.92,3.375,216.864,7.859
15,13-01-2012,1381051.99,0,45.45,3.351,215.687,7.831
15,20-01-2012,1380559.29,0,37.54,3.422,218.117,8.055
15,27-01-2012,1360507.79,0,41.74,3.256,215.341,7.699
15,03-02-2012,1344166.75,0,53.05,3.364,216.835,7.682
15,10-02-2012,1586763.4,1,56.61,3.338,216.219,7.643
15,17-02-2012,1459030.63,0,63.26,3.322,215.27,8.042
15,24-02-2012,1448743.48,0,56.06,3.235,215.24,7.543
15,02-03-2012,1433807.91,0,71.08,3.447,218.575,7.737
15,09-03-2012,1307687.24,0,66.51,3.377,217.124,7.697
15,16-03-2012,1399024.69,0,57.03,3.448,216.099,7.591
15,23-03-2012,1629879.85,0,75.74,3.289,217.352,7.909
15,30-03-2012,1621993.93,0,65.37,3.244,217.618,7.775
15,06-04-2012,1671023.75,0,74.08,3.533,219.202,7.856
15,13-04-2012,1543020.11,0,67.98,3.487,216.331,7.896
15,20-04-2012,1486613.65,0,59.7,3.372,217.064,7.349
15,27-04-2012,1642890.8,0,75.04,3.563,216.051,8.073
15,04-05-2012,1505644.07,0,55.24,3.478,217.268,8.079
15,11-05-2012,1657617.4,0,72.95,3.389,215.444,7.645
15,18-05-2012,1560809.47,0,70.61,3.699,215.598,7.983
15,25-05-2012,1552058.45,0,64.55,3.544,217.182,7.867
15,01-06-2012,1611439.07,0,59.9,3.509,219.027,7.707
15,08-06-2012,1310160.86,0,49.36,3.401,216.323,7.941
15,15-06-2012,1286602.49,0,62.45,3.447,217.649,7.878
15,22-06-2012,1249641.64,0,48.05,3.528,216.973,7.85
15,29-06-2012,1315540.59,0,53.22,3.482,214.813,7.949
15,06-07-2012,1422191.03,0,47.5,3.464,216.937,7.477
15,13-07-2012,1127403.85,0,42.27,3.673,217.251,7.717
15,20-07-2012,1109798.29,0,36.88,3.55,217.846,8.09
15,27-07-2012,1282771.58,0,41.15,3.496,217.534,7.746
15,03-08-2012,1194109.89,0,19.33,3.435,217.402,7.416
15,10-08-2012,970030.61,0,23.73,3.322,219.6,7.715
15,17-08-2012,1114170.64,0,26.24,3.546,216.349,7.762
15,24-08-2012,1048624.85,0,25.97,3.497,216.761,7.697
15,31-08-2012,1335454.2,0,24.59,3.632,218.937,7.918
15,07-09-2012,1304144.48,1,11.75,3.498,218.69,7.572
15,14-09-2012,1031811.11,0,17.75,3.802,218.404,7.716
15,21-09-2012,1096577.48,0,19.87,3.641,217.528,7.585
15,28-09-2012,1118283.38,0,14.24,3.454,219.093,7.882
15,05-10-2012,1195793.89,0,7.98,3.631,218.23,7.59
15,12-10-2012,1047095.58,0,2.88,3.562,218.859,7.715
15,19-10-2012,1189947.26,0,12.0,3.554,217.773,7.859
15,26-10-2012,1236217.68,0,11.44,3.528,217.706,7.669
16,05-02-2010,2229108.47,0,46.09,2.491,210.592,8.421
16,12-02-2010,2643883.38,1,58.86,2.717,212.348,8.19
16,19-02-2010,2287298.75,0,63.67,2.735,210.204,8.412
16,26-02-2010,1846791.98,0,49.21,2.394,211.731,8.315
16,05-03-2010,2263666.93,0,72.13,2.616,211.104,8.232
16,12-03-2010,2356517.66,0,68.56,2.633,210.106,8.52
16,19-03-2010,2256121.03,0,64.26,2.704,210.773,8.683
16,26-03-2010,2347698.05,0,63.5,2.568,212.624,8.472
16,02-04-2010,2457072.48,0,75.37,2.581,211.961,8.355
16,09-04-2010,2084016.77,0,68.09,2.638,214.129,8.657
16,16-04-2010,2099926.69,0,74.51,2.702,210.733,8.378
16,23-04-2010,2270453.52,0,58.04,2.619,211.327,8.18
16,30-04-2010,1980777.06,0,59.4,2.637,211.849,8.536
16,07-05-2010,2385561.92,0,76.68,2.842,211.268,8.667
16,14-05-2010,2475405.75,0,63.78,2.606,211.51,8.94
16,21-05-2010,2061592.27,0,64.97,2.655,212.889,8.536
16,28-05-2010,2414240.01,0,67.47,2.611,212.194,8.365
16,04-06-2010,1991722.37,0,53.66,2.712,210.372,8.415
16,11-06-2010,1990855.46,0,47.41,2.813,212.208,7.935
16,18-06-2010,2030228.04,0,55.03,2.703,211.751,7.677
16,25-06-2010,1849245.63,0,60.36,2.84,211.643,8.727
16,02-07-2010,1798927.13,0,35.95,2.822,213.192,8.323
16,09-07-2010,1961238.35,0,34.39,2.661,211.38,8.351
16,16-07-2010,2089112.48,0,34.19,2.698,209.809,8.393
16,23-07-2010,2098026.25,0,35.44,2.655,212.716,8.346
16,30-07-2010,1937495.02,0,36.12,2.667,212.238,8.112
16,06-08-2010,2040609.1,0,19.75,2.808,211.731,8.351
16,13-08-2010,1990767.57,0,27.14,2.784,211.303,8.578
16,20-08-2010,1942260.11,0,24.22,2.728,211.853,8.658
16,27-08-2010,1777288.64,0,21.21,2.877,214.006,8.296
16,03-09-2010,1717570.16,0,9.05,2.871,212.448,8.181
16,10-09-2010,1842393.99,1,9.93,2.953,213.843,8.29
16,17-09-2010,1630799.73,0,10.03,2.716,211.644,8.34
16,24-09-2010,1893690.59,0,10.52,2.719,213.879,8.123
16,01-10-2010,1564167.39,0,8.56,2.709,213.553,8.427
16,08-10-2010,1797900.2,0,10.32,2.865,213.179,8.158
16,15-10-2010,1708457.23,0,8.74,2.773,211.318,7.899
16,22-10-2010,1806906.02,0,9.61,2.922,214.214,8.201
16,29-10-2010,1507677.06,0,7.19,2.818,212.905,8.566
16,05-11-2010,1729066.9,0,14.31,2.797,212.993,8.157
16,12-11-2010,1695138.92,0,20.75,3.057,213.948,8.029
16,19-11-2010,1825360.01,0,15.32,2.826,213.015,8.211
16,26-11-2010,1737737.69,1,16.67,2.806,213.885,8.57
16,03-12-2010,2634634.25,0,22.81,2.849,213.58,7.835
16,10-12-2010,2508722.91,0,25.23,2.93,213.682,8.097
16,17-12-2010,2508359.33,0,25.03,2.692,213.392,8.144
16,24-12-2010,2257677.1,0,38.51,2.938,215.62,8.063
16,31-12-2010,2737355.29,1,23.77,2.943,212.859,7.878
16,07-01-2011,2047867.81,0,34.29,3.045,214.352,8.023
16,14-01-2011,2107124.76,0,37.26,2.928,213.667,8.108
16,21-01-2011,1850251.85,0,34.4,2.987,214.013,7.894
16,28-01-2011,2129008.77,0,34.53,2.897,213.757,7.989
16,04-02-2011,2152225.45,0,60.29,3.09,211.199,8.54
16,11-02-2011,2757598.98,1,55.24,2.956,212.595,8.222
16,18-02-2011,1997583.77,0,55.77,2.855,212.391,8.091
16,25-02-2011,2101489.49,0,58.51,3.104,214.386,8.133
16,04-03-2011,2431836.38,0,66.34,2.884,214.727,7.909
16,11-03-2011,2475835.81,0,64.16,3.083,212.652,8.29
16,18-03-2011,2171845.66,0,59.57,2.989,214.46,8.202
16,25-03-2011,2085137.75,0,63.4,3.025,214.478,8.0
16,01-04-2011,2163649.98,0,76.06,3.044,212.062,8.344
16,08-04-2011,2511699.0,0,70.33,3.071,212.85,8.042
16,15-04-2011,2416980.66,0,75.45,3.004,215.049,8.27
16,22-04-2011,2208341.76,0,64.27,3.197,213.869,8.122
16,29-04-2011,2494807.47,0,71.15,2.947,214.108,8.137
16,06-05-2011,2180670.64,0,71.5,3.182,215.41,8.444
16,13-05-2011,2279775.62,0,65.19,3.047,214.481,7.788
16,20-05-2011,2001256.01,0,68.46,3.041,212.784,8.079
16,27-05-2011,2457807.37,0,68.12,3.079,214.759,7.863
16,03-06-2011,2436139.68,0,55.85,3.009,215.33,8.07
16,10-06-2011,2518730.01,0,52.24,2.975,215.039,8.252
16,17-06-2011,2081973.73,0,72.09,2.945,214.615,7.801
16,24-06-2011,1953528.6,0,67.39,3.018,214.728,7.934
16,01-07-2011,1970598.61,0,48.96,2.979,214.876,8.043
16,08-07-2011,2051852.22,0,38.42,3.295,212.846,8.112
16,15-07-2011,1838923.64,0,41.43,3.05,216.163,8.256
16,22-07-2011,1918743.85,0,34.01,2.994,215.184,8.034
16,29-07-2011,2286124.52,0,50.41,3.087,215.146,7.986
16,05-08-2011,1636928.35,0,15.05,3.136,215.781,7.956
16,12-08-2011,1742618.44,0,25.88,3.005,215.837,7.917
16,19-08-2011,2126929.73,0,30.23,3.066,213.624,7.818
16,26-08-2011,1690423.71,0,19.98,3.203,216.01,7.812
16,02-09-2011,1667271.17,0,14.92,3.223,216.723,7.821
16,09-09-2011,2151261.63,1,28.21,3.021,213.377,7.698
16,16-09-2011,1531072.74,0,11.83,3.156,214.41,8.159
16,23-09-2011,1711016.72,0,11.11,3.107,212.703,7.879
16,30-09-2011,1574189.89,0,10.14,3.173,215.132,7.948
16,07-10-2011,1899187.15,0,4.44,3.238,214.107,7.907
16,14-10-2011,1572593.69,0,9.81,3.051,215.763,8.114
16,21-10-2011,1737983.92,0,8.51,3.146,215.121,7.817
16,28-10-2011,1757765.16,0,18.29,3.239,214.042,8.456
16,04-11-2011,1843443.3,0,17.95,3.26,216.024,7.857
16,11-11-2011,1861081.39,0,11.63,3.316,216.761,8.174
16,18-11-2011,1777039.99,0,8.9,3.424,216.456,7.986
16,25-11-2011,1989848.49,1,13.23,3.22,215.423,8.183
16,02-12-2011,2522040.57,0,26.41,3.306,215.332,7.471
16,09-12-2011,2311082.6,0,28.31,3.299,214.91,8.264
16,16-12-2011,2090661.86,0,26.24,3.23,214.65,8.018
16,23-12-2011,2229486.85,0,26.15,3.323,214.88,7.641
16,30-12-2011,3167218.1,1,21.86,3.147,214.875,7.915
16,06-01-2012,1927615.76,0,45.04,3.349,217.337,8.106
16,13-01-2012,1813487.38,0,41.29,3.431,217.323,8.1
16,20-01-2012,1764492.42,0,45.88,3.519,217.702,7.658
16,27-01-2012,1961566.87,0,42.33,3.481,216.435,7.828
16,03-02-2012,1973062.31,0,60.1,3.335,216.898,7.824
16,10-02-2012,2409270.12,1,50.17,3.419,213.711,7.946
16,17-02-2012,1951839.6,0,59.73,3.427,216.461,7.637
16,24-02-2012,2023888.84,0,51.78,3.454,218.185,7.916
16,02-03-2012,2224687.13,0,63.56,3.356,217.665,7.733
16,09-03-2012,2243820.24,0,72.7,3.343,217.182,8.005
16,16-03-2012,2097368.82,0,75.75,3.567,216.888,7.664
16,23-03-2012,2243649.64,0,67.04,3.291,216.894,8.163
16,30-03-2012,2151185.12,0,65.89,3.485,217.15,7.595
16,06-04-2012,1948165.04,0,79.47,3.466,215.827,7.762
16,13-04-2012,2482671.39,0,60.71,3.532,216.829,7.904
16,20-04-2012,2594565.67,0,71.7,3.507,217.091,8.057
16,27-04-2012,2199434.81,0,71.0,3.449,217.153,7.779
16,04-05-2012,2406643.32,0,71.22,3.427,216.585,7.955
16,11-05-2012,2206077.67,0,77.65,3.589,217.869,7.969
16,18-05-2012,2402586.05,0,68.79,3.528,216.5,7.765
16,25-05-2012,2541582.26,0,65.89,3.528,217.938,7.945
16,01-06-2012,2242435.92,0,52.09,3.664,217.724,7.917
16,08-06-2012,2480038.54,0,58.23,3.436,218.047,7.462
16,15-06-2012,2032124.8,0,56.91,3.616,217.932,7.757
16,22-06-2012,2103998.45,0,51.35,3.578,217.977,7.862
16,29-06-2012,2084361.7,0,57.07,3.458,216.569,7.695
16,06-07-2012,2289667.79,0,47.32,3.397,217.425,7.851
16,13-07-2012,1940922.04,0,36.96,3.422,218.181,7.758
16,20-07-2012,2183964.59,0,42.19,3.62,218.195,7.785
16,27-07-2012,2073152.53,0,40.99,3.538,218.172,7.473
16,03-08-2012,1591580.8,0,23.48,3.434,218.092,7.608
16,10-08-2012,1669124.58,0,20.64,3.736,217.11,7.765
16,17-08-2012,2127397.42,0,35.5,3.574,216.983,7.877
16,24-08-2012,1793042.12,0,22.96,3.496,219.962,7.675
16,31-08-2012,1533123.16,0,14.28,3.563,216.311,7.588
16,07-09-2012,2174310.78,1,20.19,3.453,215.934,7.493
16,14-09-2012,1889415.3,0,11.79,3.569,218.353,7.645
16,21-09-2012,1750866.72,0,12.82,3.578,220.139,7.686
16,28-09-2012,1891857.39,0,12.97,3.357,218.748,8.007
16,05-10-2012,1770941.6,0,7.21,3.616,218.433,7.713
16,12-10-2012,2071268.6,0,11.02,3.597,218.22,7.85
16,19-10-2012,1810534.0,0,7.51,3.656,217.72,7.712
16,26-10-2012,1633495.23,0,8.96,3.429,219.112,7.676
17,05-02-2010,2494675.86,0,51.81,2.459,211.797,8.564
17,12-02-2010,2561683.35,1,62.6,2.535,212.947,8.322
17,19-02-2010,2651222.52,0,57.01,2.592,211.451,8.322
17,26-02-2010,2788303.69,0,52.44,2.536,212.258,8.487
17,05-03-2010,2051927.21,0,64.82,2.566,210.472,8.351
17,12-03-2010,2872079.75,0,63.03,2.592,212.189,8.371
